X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-108.632,24.874,train,1.0246948758159885E-4,91.28192944433647,0.9867754538501219
-108.567,24.838,train,1.0879201799167977E-4,92.25324108370152,0.9898733224491577
-108.464,24.713,train,9.451413664391969E-5,90.2897749451324,0.9814975259030423
-108.334,24.691,train,9.835556048739132E-5,90.76350544742647,0.9842673003013099
-108.117,24.733,train,1.1842091030087187E-4,93.51351415365896,0.9932557110897118
-108.226,24.585,train,9.710885126979504E-5,90.6285871300476,0.9834171285498847
-108.157,24.483,train,8.740184127022576E-5,89.304151125493,0.9750182581497261
-107.965,24.341,train,9.148292667895147E-5,89.80856163266404,0.9789717882753969
-108.078,24.323,train,8.880825200317212E-5,89.4515153222823,0.97645827103148
-107.995,24.243,train,8.658389343571855E-5,89.20612159039496,0.9741405953582435
-107.857,24.296,train,9.583334973609047E-5,90.48665828190173,0.9824997570593219
-107.615,24.245,train,1.0765597372643912E-4,92.0722495767267,0.989375840251277
-107.341,24.18,train,1.1310641969892934E-4,92.86452037716678,0.9915594817398397
-107.005,23.755,train,9.809652335103028E-5,90.7348871808512,0.9840943179262532
-107.421,23.978,train,8.354367823094915E-5,88.76782439613342,0.9705994025854059
-107.229,23.968,train,9.971459636554129E-5,90.9264941490382,0.9851444944210648
-107.0,23.768,train,1.0252331450837972E-4,91.28873295372671,0.9868054694428783
-106.86,23.694,train,9.386809526179558E-5,90.19931295492947,0.980985978868487
-106.817,23.617,train,8.772331629135444E-5,89.33783538796816,0.9753549916274057
-107.001,23.589,train,8.194184681812129E-5,88.48251930710074,0.9685425690966855
-106.762,23.266,train,7.500244411380744E-5,87.15746896486452,0.957835549619829
-106.682,23.283,train,7.37445778107475E-5,86.89316465260245,0.9555361082071908
-106.645,23.096,train,7.146398667887939E-5,86.29554101747132,0.9510425740226149
-106.577,22.947,train,7.731140855935238E-5,87.67971633013744,0.9617514338172071
-106.749,22.96,train,7.005829285152093E-5,86.03216048813191,0.948049492632356
-106.641,22.937,train,7.430899964460195E-5,87.0176255896332,0.9565830138427137
-106.345,22.79,train,7.636610527682375E-5,87.45426058145064,0.96019424827548
-106.555,22.81,train,7.417685468902591E-5,86.9897327059999,0.9563401392707229
-106.413,22.907,train,7.549195650938488E-5,87.25618640894993,0.9586979134349336
-106.441,22.794,train,7.873236092065165E-5,87.98974413252299,0.9639783003737946
-106.401,22.727,train,7.878785412254659E-5,88.00148653235556,0.9640625863418091
34.798143,32.168352,train,6.510025780973528E-5,84.9439540541981,0.9359546385866673
-106.308,22.719,train,8.195848124483085E-5,88.4852955031701,0.9685646511015527
-106.203,22.612,train,7.645923651843565E-5,87.47537192058473,0.960350436281457
-105.993,22.444,train,1.1178303363100255E-4,92.66955666419445,0.9910745248327157
-105.91,22.399,train,1.0941937244012414E-4,92.33855546842258,0.9901379906442105
-105.774,22.392,train,1.1669582858386936E-4,93.33899243471859,0.9927462452900473
-105.833,22.073,train,1.1863281057556797E-4,93.5446013380339,0.9933157712640726
-105.654,22.129,train,1.466657471189707E-4,95.54129417953347,0.9979530328945303
-105.781,22.1,train,1.192089983847213E-4,93.62913193471874,0.9934763929593737
-105.762,21.97,train,1.1527014493658504E-4,93.17389824057932,0.9922962786540791
-105.97,21.86,train,1.021185942664452E-4,91.23658811490714,0.9865781042410683
-105.76,21.887,train,1.1033656205463583E-4,92.4632847467893,0.9905125355782268
-105.769,21.813,train,1.0851761080000441E-4,92.20952358866694,0.9897553338077161
-105.798,21.702,train,1.0244161861791795E-4,91.27840691820617,0.9867598864182209
-105.709,21.687,train,1.0789113610809535E-4,92.10971509971516,0.9894807868681602
-105.64,21.403,train,1.010493292582281E-4,91.09503864449375,0.9859583812198723
-105.673,21.576,train,1.0315370621995766E-4,91.36841195800483,0.9871519656709572
-105.488,21.468,train,1.1322834372298435E-4,92.88274619817737,0.9916028129804475
-105.367,21.404,train,1.1442845819154739E-4,93.0574966455452,0.9920176349110161
-105.399,21.456,train,1.2099438408962583E-4,93.85186508913304,0.9939499980688284
-105.293,21.346,train,1.1526164552409654E-4,93.17272280901129,0.9922935140861062
-105.319,21.324,train,1.1176347394925164E-4,92.6667318947772,0.9910671520348534
-105.971,21.029,train,5.61342784474502E-5,82.83153030955452,0.9064885018752034
-105.389,21.066,train,9.546013551313818E-5,90.43095866674425,0.9822218575410978
-105.431,21.004,train,9.167230700542756E-5,89.84807708207744,0.9791392294444404
-105.498,20.908,train,6.115416288983234E-5,84.00167894308964,0.9243457701577099
164.949,-21.4014,train,1.8156296710711953E-5,43.48669032514504,0.5353430443138953
-105.426,20.793,train,6.155311340104055E-5,84.11458749651133,0.9256092263540295
-105.553,20.753,train,6.598146460094138E-5,85.16464889862482,0.938293328608823
-105.701,20.677,train,5.8646548396437345E-5,83.41513282022434,0.9158979776050227
-105.761,20.597,train,5.014760395504006E-5,81.12192069658552,0.8796014069077464
-105.754,20.495,train,4.540672048449634E-5,79.42064778135062,0.8529252354055241
-105.711,20.552,train,5.50749989652163E-5,82.56892424227551,0.9022120679295579
-106.177,20.781,train,5.491464784388399E-5,82.52708999129175,0.9015478847489774
-105.757,20.522,train,4.9261730898583107E-5,80.8207822195057,0.8750136684376568
-105.703,20.424,train,4.739199694642939E-5,80.13740182095233,0.8647487787503801
-105.756,20.327,train,4.228654920953677E-5,78.23160174129949,0.8322194298467146
-105.682,20.288,train,4.3996448815903405E-5,78.88856059852529,0.843903449105625
-105.633,20.27,train,4.334191951483809E-5,78.65577150772538,0.8395302828174454
-105.634,20.068,train,4.127299529314397E-5,77.87305844673682,0.8248848962010107
-105.729,20.034,train,4.1282324975466766E-5,77.87660206915317,0.8249538510526818
-107.104,19.78,train,4.3319327076009075E-5,78.64774708545752,0.8393771658906823
-105.549,19.978,train,3.954555973620957E-5,77.13429445091414,0.8116379279248772
-105.343,19.749,train,4.255558445109377E-5,78.34474202601126,0.8341141579080985
-105.053,19.496,train,4.523224443160805E-5,79.36061079208987,0.8518379733502555
-104.9,19.288,train,4.5088491497762736E-5,79.31114558925773,0.8509361283058771
-105.1,19.09,train,4.111372076520135E-5,77.81256241181906,0.823703513349089
-104.841,19.235,train,4.54237818141925E-5,79.4265185633335,0.8530311253051329
-104.8,19.24,train,4.3007213598004433E-5,78.53689006988917,0.837246850554562
-104.688,19.164,train,3.806436116773588E-5,76.37038589085398,0.7994840431221665
-104.55,19.111,train,3.9074819215441115E-5,76.9175384517123,0.8078573584469447
-104.626,19.143,train,3.990514888877294E-5,77.30066088834319,0.8144756368273037
149.384444,-20.931667,train,2.924360509106452E-5,69.29907150240906,0.7090195378744817
-104.614,19.058,train,3.7134834958687924E-5,75.8281774200608,0.7914595235965848
-104.808,17.7,train,2.7225825031994197E-5,66.49357351749603,0.6831478203415424
-104.31,18.936,train,3.193113770905635E-5,72.13957797950358,0.74022815165452
-104.331,18.883,train,3.0251111889288927E-5,70.47984873743158,0.7211358065694996
-104.359,18.808,train,3.181039665314093E-5,72.02749210819803,0.7389007137624111
-104.311,18.691,train,3.483015973283463E-5,74.38551157061336,0.7701507932434709
-104.293,18.507,train,3.2272504638200116E-5,72.4204270010474,0.743944769922532
-104.112,18.547,train,3.3658112314332465E-5,73.5589575956455,0.7584924668048321
-104.021,18.406,train,3.322060834285323E-5,73.25163418907628,0.753990635477329
-103.964,18.367,train,3.3532690373324714E-5,73.4672890328912,0.7572103892368586
-103.767,18.269,train,3.202783710951597E-5,72.22934559394977,0.7412864049680716
-103.44,18.257,train,3.606509922357615E-5,75.18948660341263,0.7818263446938624
-103.568,18.137,train,3.234076824406607E-5,72.47258173829245,0.7446815827176836
-103.029,18.146,train,3.8627725422934065E-5,76.71874330765841,0.8041964647749665
-103.182,18.109,train,3.760109816285763E-5,76.10600126201703,0.7955240906778491
-103.387,18.3,train,3.7153607311260006E-5,75.84040534277025,0.7916247185897566
-103.521,18.072,train,3.207079391215726E-5,72.26631603982847,0.7417551291632192
-103.146,18.204,train,3.891399357552443E-5,76.84945907771537,0.8065484357155354
34.949197,32.743159,train,6.770490165358543E-5,85.55870366960906,0.94262329909792
-103.059,18.17,train,3.866720294592941E-5,76.74257376650479,0.8045225029705105
-102.957,18.147,train,3.796964616600202E-5,76.30932192734055,0.7986807091880919
-102.764,17.97,train,3.799573488993981E-5,76.32614165871875,0.7989023036943317
-102.827,18.044,train,3.837402304025554E-5,76.56559681489686,0.802088163571993
-102.891,17.99,train,3.732088500601841E-5,75.94936657789886,0.7930909807748342
-102.815,18.084,train,3.70738499277881E-5,75.78845303062083,0.7909219565368331
-102.856,18.118,train,3.643306257635697E-5,75.42744727177241,0.7851891220079541
-103.3,17.985,train,3.4680087002721E-5,74.28023817902087,0.7686900258016158
-103.212,18.224,train,3.8722466075453445E-5,76.76838324730184,0.8049780001033005
-103.316,18.263,train,3.778712173529404E-5,76.20325924919929,0.7971235231314798
-103.509,18.318,train,3.467250267290333E-5,74.27491790449626,0.7686159560339183
-103.587,18.508,train,3.756715364939296E-5,76.08825418291187,0.7952308779489374
-103.675,18.56,train,3.744936715217532E-5,76.02667232268524,0.7942101734590911
-103.91,18.627,train,3.4698668481347377E-5,74.29327276081546,0.7688713952768575
-103.788,18.686,train,3.5355581277026895E-5,74.73422173664765,0.7751927983322255
-103.73,18.661,train,3.7089938576951514E-5,75.79893284436366,0.7910639081796959
-104.005,18.985,train,3.3100672485635834E-5,73.1540682727591,0.7527419287488288
-103.882,18.721,train,3.5194775366405435E-5,74.63033959391124,0.7736615451256097
-103.898,18.794,train,3.4927962143910075E-5,74.45411824893552,0.7710978068907788
-104.162,18.907,train,3.3583296767092976E-5,73.50225904999742,0.7577285106761519
-103.99,18.824,train,3.512095365001689E-5,74.58265006527833,0.772955098669629
-104.103,18.964,train,3.268989578116873E-5,72.80173247897748,0.7484169190244655
-14.425,-7.922,train,1.2780973537808506E-5,19.687340565891105,0.4169837480760644
-104.19,18.965,train,3.19733973533151E-5,72.17880828945816,0.7406911617736984
-104.332,19.023,train,3.291975035788909E-5,73.0068894519574,0.7508462638475165
-104.212,18.863,train,2.9962025197608095E-5,70.1297572359305,0.717711809279121
-103.991,18.877,train,3.496369616201396E-5,74.47918503674016,0.771442842700065
-14.354,-7.909,train,1.2825359368682754E-5,19.890847808942205,0.41807513335690494
-14.29,-7.815,train,1.2827557224750041E-5,19.900785343054405,0.4181291224339414
-14.246,-7.784,train,1.302492083674755E-5,20.716002128336342,0.4229568824173412
-14.204,-7.725,train,1.3233004282430984E-5,21.61334555149745,0.42800349115394
-14.032,-7.605,train,1.3634612091217348E-5,23.287001180355897,0.437619153081204
-13.894,-7.506,train,1.3928091191351858E-5,24.5661968900869,0.44454352077997406
-13.725,-7.388,train,1.4579692202820959E-5,27.401450772885056,0.4596141823541101
-13.641,-7.342,train,1.4899141914387733E-5,28.849189565509896,0.46685256124314023
-13.516,-7.235,train,1.4554691138154953E-5,27.270804160579576,0.45904355638785355
-13.295,-7.091,train,1.460004128030132E-5,27.5072141812354,0.4600781866839392
-13.207,-7.04,train,1.3922300872953706E-5,24.542269586130075,0.444407731511691
-103.731,18.371,train,3.2745964810982543E-5,72.8519378431214,0.7490116909915137
-103.571,18.337,train,3.589087195209739E-5,75.06112793676817,0.7802157865733479
-13.022,-6.928,train,1.4167411040939077E-5,25.602306603211606,0.4501268946822564
-12.815,-6.718,train,1.4178649281113328E-5,25.650171933815553,0.45038770073146495
-12.747,-6.641,train,1.4337614298912904E-5,26.293956649482006,0.45406358236636346
-12.592,-6.507,train,1.4495318798626777E-5,26.994420795073523,0.45768602240335277
-12.527,-6.452,train,1.4905593760813808E-5,28.87995416178482,0.4669977497015
-12.496,-6.437,train,1.5177706572309246E-5,30.181499725688475,0.4730853471016133
-12.45,-6.502,train,1.5049916580411335E-5,29.586270554750236,0.4702351890280886
-12.48,-6.589,train,1.5285991504224224E-5,30.712541188541643,0.4754884698248927
-12.614,-6.747,train,1.4726611074139165E-5,28.097525231424584,0.4629553275048328
-12.693,-6.824,train,1.47311463473948E-5,28.115859469587026,0.4630581367534351
-12.726,-6.86,train,1.535605249858642E-5,31.06587444254709,0.47703746174084205
-103.594,18.349,train,3.5381911879748E-5,74.75123155562532,0.775442539169515
-12.787,-6.965,train,1.5371136016499542E-5,31.142822342786108,0.4773703472194658
-12.835,-7.033,train,1.605981891435089E-5,34.52028376021721,0.49234564817323545
-12.982,-7.243,train,1.6681920775553367E-5,37.447334390392,0.5055039348416833
-13.013,-7.283,train,1.662628212066256E-5,37.17301785109127,0.5043411229284003
-13.1,-7.334,train,1.698007036585223E-5,38.679734690692804,0.5116887504265593
-13.299,-7.537,train,1.632392829342338E-5,35.814033148093024,0.49797415316145
-13.484,-7.64,train,1.562904484072882E-5,32.41947501079846,0.4830295870689464
-13.587,-7.694,train,1.5169065609955892E-5,30.137544349859407,0.4728931081067529
-13.763,-7.809,train,1.4285704813937368E-5,26.07237260128256,0.45286594703715866
-13.793,-7.853,train,1.4448173453395831E-5,26.780248305558693,0.45660562944537597
-13.853,-7.906,train,1.4030418863396893E-5,25.012705653775257,0.44693774789763685
-13.888,-7.937,train,1.4353409861708445E-5,26.36223170848023,0.45442749092593815
-13.977,-8.096,train,1.3778116102675572E-5,23.93605786625551,0.44101571590143707
-103.498,18.047,train,3.356353486854216E-5,73.48860318798248,0.7575263149249681
-14.102,-8.38,train,1.3638311994078246E-5,23.302540628168728,0.43770698387629625
-14.101,-8.424,train,1.3647175262067791E-5,23.33976600828081,0.4379173303384658
-14.121,-8.515,train,1.3302051977196522E-5,21.92511004730437,0.4296683202626368
-14.091,-8.753,train,1.2907785931877482E-5,20.232012597731043,0.4200964699192238
-14.082,-8.795,train,1.2838436106580495E-5,19.949973850392002,0.41839628219552294
-13.898,-8.955,train,1.2717155993398529E-5,19.387022874540385,0.41541097608650057
-14.413,-7.921,train,1.3331268802487432E-5,22.04913388014942,0.4303713158685881
-13.831,-8.98,train,1.2670289238004606E-5,19.177204425288412,0.4142532518721135
-13.785,-9.004,train,1.2792251612963692E-5,19.74070123899863,0.4172612539325321
-13.664,-8.898,train,1.2732521624728714E-5,19.458696756062494,0.4157900466904585
-13.637,-8.775,train,1.2689638572854944E-5,19.25866626507518,0.41473150570021955
-14.457,-7.897,train,1.2713276343779043E-5,19.36892602311925,0.41531522612399585
-13.623,-8.728,train,1.3025561999001184E-5,20.71879605663709,0.4229725005900584
-13.628,-8.571,train,1.332203387971325E-5,22.01140939639782,0.4301492050761512
-14.724,-8.18,train,1.300900220053507E-5,20.6466350875112,0.4225689822742994
-13.703,-8.391,train,1.378838751328677E-5,23.981051758709878,0.4412580393401858
-13.779,-8.241,train,1.4276026831410144E-5,26.03118646827675,0.45264237000646945
-14.933,-8.269,train,1.3111257648816656E-5,21.072829863902736,0.4250561750178785
-13.854,-8.118,train,1.418503095659614E-5,25.67735243557167,0.4505357453234313
-13.885,-8.076,train,1.3972191906130096E-5,24.74843405472173,0.4455766421749342
-14.021,-7.934,train,1.3670325252433848E-5,23.43699506555224,0.43846636366084124
-15.265,-8.314,train,1.4181742655708059E-5,25.6633470747062,0.45045946702015616
-14.05,-7.831,train,1.3336417323919375E-5,22.070165492200044,0.4304951062974378
-15.401,-8.334,train,1.4314682391817515E-5,26.19569111042439,0.4535348299646633
-14.183,-7.652,train,1.325832295486671E-5,21.733309175182917,0.42861452058038907
-15.666,-8.4,train,1.4888903562661255E-5,28.800369625203693,0.4666220823740992
-14.224,-7.503,train,1.3250434343171542E-5,21.695931763424767,0.4284242104180773
-15.798,-8.411,train,1.5015615783829744E-5,29.415628571477345,0.4694675418397105
-103.308,18.249,train,3.737736272035534E-5,75.9861549944315,0.7935836992057286
