variable,x,y
Surface.Temperature.Max,34.85579144477844,0.9999709129333496
Surface.Temperature.Max,34.943271438598636,0.9999674558639526
Surface.Temperature.Max,35.030751432418825,0.9999650716781616
Surface.Temperature.Max,35.118231426239014,0.9999634623527527
Surface.Temperature.Max,35.2057114200592,0.999962329864502
Surface.Temperature.Max,35.29319141387939,0.9999616146087646
Surface.Temperature.Max,35.38067140769959,0.9999611377716064
Surface.Temperature.Max,35.468151401519776,0.9999608397483826
Surface.Temperature.Max,35.555631395339965,0.9999606609344482
Surface.Temperature.Max,35.643111389160154,0.9999605417251587
Surface.Temperature.Max,35.73059138298035,0.9999604225158691
Surface.Temperature.Max,35.81807137680054,0.9999604225158691
Surface.Temperature.Max,35.90555137062073,0.9999603629112244
Surface.Temperature.Max,35.99303136444092,0.9999603629112244
Surface.Temperature.Max,36.080511358261106,0.9999603629112244
Surface.Temperature.Max,36.1679913520813,0.9999603629112244
Surface.Temperature.Max,36.25547134590149,0.9999603629112244
Surface.Temperature.Max,36.34295133972168,0.9999603629112244
Surface.Temperature.Max,36.43043133354187,0.9999603629112244
Surface.Temperature.Max,36.51791132736206,0.9999603629112244
Surface.Temperature.Max,36.60539132118225,0.9999603629112244
Surface.Temperature.Max,36.69287131500244,0.9999603629112244
Surface.Temperature.Max,36.78035130882263,0.9999603629112244
Surface.Temperature.Max,36.86783130264282,0.9999603629112244
Surface.Temperature.Max,36.955311296463016,0.9999603629112244
Surface.Temperature.Max,37.042791290283205,0.9999603629112244
Surface.Temperature.Max,37.130271284103394,0.9999603629112244
Surface.Temperature.Max,37.21775127792358,0.9999603629112244
Surface.Temperature.Max,37.30523127174377,0.9999603629112244
Surface.Temperature.Max,37.39271126556397,0.9999603629112244
Surface.Temperature.Max,37.480191259384156,0.9999603629112244
Surface.Temperature.Max,37.567671253204345,0.9999603629112244
Surface.Temperature.Max,37.655151247024534,0.9999603629112244
Surface.Temperature.Max,37.74263124084472,0.9999603629112244
Surface.Temperature.Max,37.83011123466492,0.9999603629112244
Surface.Temperature.Max,37.91759122848511,0.9999603629112244
Surface.Temperature.Max,38.0050712223053,0.9999603629112244
Surface.Temperature.Max,38.092551216125486,0.9999603629112244
Surface.Temperature.Max,38.18003120994568,0.9999603629112244
Surface.Temperature.Max,38.26751120376587,0.9999603629112244
Surface.Temperature.Max,38.35499119758606,0.9999603629112244
